Faculty,Course,Semester,Day,Time,Building,Room
מחלקה המחלקה ללימודי המזרח התיכון,19101-01,א',ג',0800 - 1000,מ.ישראל-501,25
מחלקה המחלקה ללימודי המזרח התיכון,19102-01,א',ה',"1200 - 1400
1200 - 1400","מ.ישראל-501
טבע-213","25
4"
מחלקה המחלקה ללימודי המזרח התיכון,19103-01,א',ה',"0800 - 1000
0800 - 1000","מ.ישראל-501
מ.ישראל-503","25
1"
מחלקה המחלקה ללימודי המזרח התיכון,19105-01,א',ה',"1000 - 1200
1000 - 1200","מ.ישראל-501
מ.ישראל-503","25
1"
מחלקה המחלקה ללימודי המזרח התיכון,192011-01,א',ג',1000 - 1200,מ.ישראל-604,61
מחלקה המחלקה ללימודי המזרח התיכון,192012-01,א',ג',1000 - 1200,מ.ישראל-604,61
מחלקה המחלקה ללימודי המזרח התיכון,192029-01,א',ג',1400 - 1600,מ.ישראל-604,13
מחלקה המחלקה ללימודי המזרח התיכון,192030-01,א',ג',1400 - 1600,מ.ישראל-604,13
מחלקה המחלקה ללימודי המזרח התיכון,192037-01,א',ד',1600 - 1800,מ.ישראל-604,11
מחלקה המחלקה ללימודי המזרח התיכון,192038-01,א',ד',1600 - 1800,מ.ישראל-604,11
מחלקה המחלקה ללימודי המזרח התיכון,192041-01,א',ד',1000 - 1200,מ.ישראל-507,5
מחלקה המחלקה ללימודי המזרח התיכון,192042-01,א',ד',1000 - 1200,מ.ישראל-507,5
מחלקה המחלקה ללימודי המזרח התיכון,19217-01,א',ב',1000 - 1200,מ.ישראל-505,1
מחלקה המחלקה ללימודי המזרח התיכון,19218-01,א',ב',1000 - 1200,מ.ישראל-505,1
מחלקה המחלקה ללימודי המזרח התיכון,19225-01,א',ג',1200 - 1400,מ.ישראל-507,209
מחלקה המחלקה ללימודי המזרח התיכון,19226-01,א',ג',1200 - 1400,מ.ישראל-507,209
מחלקה המחלקה ללימודי המזרח התיכון,19327-01,א',ה',1000 - 1200,מ.ישראל-504,7
מחלקה המחלקה ללימודי המזרח התיכון,19328-01,א',ה',1000 - 1200,מ.ישראל-504,7
מחלקה המחלקה ללימודי המזרח התיכון,19347-01,א',ה',1400 - 1600,מ.ישראל-504,4
מחלקה המחלקה ללימודי המזרח התיכון,19348-01,א',ה',1400 - 1600,מ.ישראל-504,4
מחלקה המחלקה ללימודי המזרח התיכון,193861-01,ב',ה',1000 - 1200,יהדות-410,46
מחלקה המחלקה ללימודי המזרח התיכון,194011-01,א',ג',1200 - 1400,מ.ישראל-604,61
מחלקה המחלקה ללימודי המזרח התיכון,194012-01,א',ג',1200 - 1400,מ.ישראל-604,61
מחלקה המחלקה ללימודי המזרח התיכון,194015-01,א',ג',1000 - 1200,מ.ישראל-507,6
מחלקה המחלקה ללימודי המזרח התיכון,194016-01,א',ג',1000 - 1200,מ.ישראל-507,6
מחלקה המחלקה ללימודי המזרח התיכון,194021-01,א',ה',0800 - 1000,מ.ישראל-605,104
מחלקה המחלקה ללימודי המזרח התיכון,194022-01,א',ה',0800 - 1000,מ.ישראל-605,104
מחלקה המחלקה ללימודי המזרח התיכון,194033-01,א',ג',"1400 - 1600
1400 - 1600",מ.ישראל-605,102
מחלקה המחלקה ללימודי המזרח התיכון,194034-01,א',ג',"1400 - 1600
1400 - 1600",מ.ישראל-605,102
מחלקה המחלקה ללימודי המזרח התיכון,194039-01,א',ד',2000 - 2200,מ.ישראל-504,6
מחלקה המחלקה ללימודי המזרח התיכון,194040-01,א',ד',2000 - 2200,מ.ישראל-504,6
מחלקה המחלקה ללימודי המזרח התיכון,194047-01,א',ב',1800 - 2000,מ.ישראל-501,25
מחלקה המחלקה ללימודי המזרח התיכון,194048-01,א',ב',1800 - 2000,מ.ישראל-501,25
מחלקה המחלקה ללימודי המזרח התיכון,194053-01,א',ג',1800 - 2000,נלמד בזום,999
מחלקה המחלקה ללימודי המזרח התיכון,194054-01,ב',ג',1800 - 2000,נלמד בזום,999
מחלקה המחלקה ללימודי המזרח התיכון,194073-01,א',ד',0800 - 1000,מ.ישראל-507,104
מחלקה המחלקה ללימודי המזרח התיכון,194074-01,א',ד',0800 - 1000,מ.ישראל-507,104
מחלקה המחלקה ללימודי המזרח התיכון,19427-01,א',ג',"1600 - 1800
1600 - 1800",מ.ישראל-504,"6
7"
מחלקה המחלקה ללימודי המזרח התיכון,19428-01,א',ג',"1600 - 1800
1600 - 1800",מ.ישראל-504,"6
7"
מחלקה המחלקה ללימודי המזרח התיכון,19527-01,א',ב',0800 - 1000,מ.ישראל-507,107
מחלקה המחלקה ללימודי המזרח התיכון,19528-01,א',ב',0800 - 1000,מ.ישראל-507,107
מחלקה המחלקה ללימודי המזרח התיכון,19565-01,א',ב',1600 - 1800,מ.ישראל-604,12
מחלקה המחלקה ללימודי המזרח התיכון,19566-01,א',ב',1600 - 1800,מ.ישראל-604,12
מחלקה המחלקה ללימודי המזרח התיכון,19605-01,א',ד',1200 - 1400,מ.ישראל-604,12
מחלקה המחלקה ללימודי המזרח התיכון,197002-01,א',ג',1200 - 1400,מ.ישראל-507,207
מחלקה המחלקה ללימודי המזרח התיכון,19720-56,א',ו',1000 - 1200,נלמד בזום,999
מחלקה המחלקה ללימודי המזרח התיכון,19738-01,א',ד',1000 - 1200,מ.ישראל-505,101
מחלקה המחלקה ללימודי המזרח התיכון,19739-01,א',ד',1800 - 2000,מ.ישראל-605,64
מחלקה המחלקה ללימודי המזרח התיכון,19745-01,א',ג',1000 - 1200,מ.ישראל-502,8
מחלקה המחלקה ללימודי המזרח התיכון,19750-01,א',ג',0800 - 1000,מ.ישראל-505,1
מחלקה המחלקה ללימודי המזרח התיכון,19801-01,א',ג',1800 - 2000,מ.ישראל-604,14
מחלקה המחלקה ללימודי המזרח התיכון,19801-56,א',ה',2000 - 2200,מ.ישראל-507,206
מחלקה המחלקה ללימודי המזרח התיכון,19828-01,א',ו',0800 - 1000,נלמד בזום,999
מחלקה המחלקה ללימודי המזרח התיכון,19831-01,א',ג',2000 - 2200,יהדות-410,125
מחלקה המחלקה ללימודי המזרח התיכון,19831-02,א',ג',2000 - 2200,חדר מחלקה,מחלקה
מחלקה המחלקה ללימודי המזרח התיכון,19832-01,א',ו',1000 - 1200,נלמד בזום,999
מחלקה המחלקה ללימודי המזרח התיכון,19833-01,א',ג',1800 - 2000,מ.ישראל-605,102
מחלקה המחלקה ללימודי המזרח התיכון,19868-56,א',ו',1000 - 1200,נלמד בזום,999
מחלקה המחלקה ללימודי המזרח התיכון,19869-56,א',ה',1600 - 1800,מ.ישראל-507,206
מחלקה המחלקה ללימודי המזרח התיכון,19879-01,א',ו',1000 - 1200,מ.ישראל-604,14
מחלקה המחלקה ללימודי המזרח התיכון,19901-01,א',ג',"1600 - 1800
1600 - 1800",מ.ישראל-507,"104
202"
מחלקה המחלקה ללימודי המזרח התיכון,19901-02,א',ו',1200 - 1400,נלמד בזום,999
מחלקה המחלקה ללימודי המזרח התיכון,19901-56,א',ו',1200 - 1400,נלמד בזום,999
מחלקה המחלקה ללימודי המזרח התיכון,19901-57,א',ה',1800 - 2000,מ.ישראל-507,2
מחלקה המחלקה ללימודי המזרח התיכון,19901-58,א',ה',1800 - 2000,מ.ישראל-507,206
מחלקה המחלקה ללימודי המזרח התיכון,19964-56,ב',ו',0800 - 1000,נלמד בזום,999
מחלקה המחלקה ללימודי המזרח התיכון,19982-56,א',"ו',ה'","0800 - 1000
1600 - 1800","נלמד בזום
מ.ישראל-507","999
206"
מחלקה המחלקה לאומנות יהודית,21001-01,א',ג',1000 - 1400,מ.ישראל-505,102
מחלקה המחלקה לאומנות יהודית,21001-02,א',ג',1000 - 1400,מ.ישראל-505,61
מחלקה המחלקה לאומנות יהודית,21001-03,א',ג',1600 - 2000,חדר מחלקה,מחלקה
מחלקה המחלקה לאומנות יהודית,21001-04,א',ג',1600 - 1900,חדר מחלקה,מחלקה
מחלקה המחלקה לאומנות יהודית,21001-05,א',ג',1600 - 2000,חדר מחלקה,מחלקה
מחלקה המחלקה לאומנות יהודית,21001-06,א',ג',1000 - 1400,חדר מחלקה,מחלקה
מחלקה המחלקה לאומנות יהודית,21001-07,א',ג',1600 - 1900,מ.ישראל-505,102
מחלקה המחלקה לאומנות יהודית,21003-01,ב',ג',1400 - 1600,מ.ישראל-505,61
מחלקה המחלקה לאומנות יהודית,21003-02,ב',ג',1400 - 1600,מ.ישראל-505,102
מחלקה המחלקה לאומנות יהודית,21006-01,א',סוג מפגש קולוקו רשות,2000 - 2200,נלמד בזום,999
מחלקה המחלקה לאומנות יהודית,21007-01,א',ג',1400 - 1600,מ.ישראל-505,61
מחלקה המחלקה לאומנות יהודית,21007-02,א',ג',1400 - 1600,מ.ישראל-505,102
מחלקה המחלקה לאומנות יהודית,21149-01,א',ג',1200 - 1400,מ.ישראל-505,106
מחלקה המחלקה לאומנות יהודית,21232-01,א',ד',0800 - 1000,מ.ישראל-505,102
מחלקה המחלקה לאומנות יהודית,21234-01,ב',ד',0800 - 1000,מ.ישראל-505,102
מחלקה המחלקה לאומנות יהודית,21284-01,ב',ה',0900 - 1200,מ.ישראל-505,61
מחלקה המחלקה לאומנות יהודית,21300-01,א',ד',1400 - 1600,חדר מחלקה,מחלקה
מחלקה המחלקה לאומנות יהודית,21301-01,א',ד',1200 - 1400,חדר מחלקה,מחלקה
מחלקה המחלקה לאומנות יהודית,21302-01,א',ד',1600 - 1800,נלמד בזום,999
מחלקה המחלקה לאומנות יהודית,21304-01,ב',ד',1000 - 1200,חדר מחלקה,מחלקה
מחלקה המחלקה לאומנות יהודית,21305-01,א',ה',1200 - 1400,חדר מחלקה,מחלקה
מחלקה המחלקה לאומנות יהודית,21311-01,א',ה',1600 - 1800,חדר מחלקה,מחלקה
מחלקה המחלקה לאומנות יהודית,21408-01,ב',ד',1400 - 1600,מ.ישראל-505,102
מחלקה המחלקה לאומנות יהודית,21501-01,א',א',1500 - 1700,מ.ישראל-505,102
מחלקה המחלקה לאומנות יהודית,21501-02,א',א',1700 - 1900,מ.ישראל-505,102
מחלקה המחלקה לאומנות יהודית,21501-03,א',א',1500 - 1700,מ.ישראל-505,61
מחלקה המחלקה לאומנות יהודית,21501-04,א',א',1700 - 1900,מ.ישראל-505,61
מחלקה המחלקה לאומנות יהודית,21503-01,א',א',1100 - 1300,מ.ישראל-505,61
מחלקה המחלקה לאומנות יהודית,21503-02,א',א',1100 - 1300,מ.ישראל-505,102
מחלקה המחלקה לאומנות יהודית,215060-01,ב',א',0900 - 1100,מ.ישראל-505,102
מחלקה המחלקה לאומנות יהודית,215060-02,ב',א',0900 - 1100,מ.ישראל-505,61
מחלקה המחלקה לאומנות יהודית,21506-01,א',א',0900 - 1100,מ.ישראל-505,102
מחלקה המחלקה לאומנות יהודית,21506-02,א',א',0900 - 1100,מ.ישראל-505,61
מחלקה המחלקה לאומנות יהודית,21521-01,ב',א',1100 - 1300,מ.ישראל-505,102
מחלקה המחלקה לאומנות יהודית,21521-02,ב',א',1100 - 1300,מ.ישראל-505,61
מחלקה המחלקה לאומנות יהודית,21522-01,ב',א',1500 - 1700,מ.ישראל-505,102
מחלקה המחלקה לאומנות יהודית,21522-02,ב',א',1700 - 1900,מ.ישראל-505,102
מחלקה המחלקה לאומנות יהודית,21522-03,ב',א',1500 - 1700,מ.ישראל-505,61
מחלקה המחלקה לאומנות יהודית,21522-04,ב',א',1700 - 1900,מ.ישראל-505,61
מחלקה המחלקה לאומנות יהודית,215230-01,ב',ב',1500 - 1700,מ.ישראל-505,102
מחלקה המחלקה לאומנות יהודית,215230-02,ב',ב',1500 - 1700,מ.ישראל-505,61
מחלקה המחלקה לאומנות יהודית,21532-01,ב',א',1900 - 2100,מ.ישראל-505,102
מחלקה המחלקה לאומנות יהודית,21532-02,ב',א',1900 - 2100,מ.ישראל-505,61
מחלקה המחלקה לאומנות יהודית,21535-01,א',א',1800 - 2000,חדר מחלקה,מחלקה
מחלקה המחלקה לאומנות יהודית,21535-02,א',א',2000 - 2200,מ.ישראל-505,102
מחלקה המחלקה לאומנות יהודית,21535-03,א',א',1800 - 2000,חדר מחלקה,מחלקה
מחלקה המחלקה לאומנות יהודית,21535-04,א',א',2000 - 2200,מ.ישראל-505,61
מחלקה המחלקה לאומנות יהודית,21536-01,א',ב',1700 - 1900,מ.ישראל-505,102
מחלקה המחלקה לאומנות יהודית,21536-02,א',ב',1700 - 1900,מ.ישראל-505,61
מחלקה המחלקה לאומנות יהודית,21537-01,א',ב',1500 - 1700,מ.ישראל-505,102
מחלקה המחלקה לאומנות יהודית,21540-01,א',ב',0900 - 1300,מ.ישראל-505,102
מחלקה המחלקה לאומנות יהודית,21540-02,ב',ב',0900 - 1300,מ.ישראל-505,102
מחלקה החוג הרב-תחומי במדעי היהדות,21542-01,א',ב',0900 - 1300,מ.ישראל-505,61
מחלקה החוג הרב-תחומי במדעי היהדות,21542-02,ב',ב',0900 - 1300,מ.ישראל-505,61
מחלקה המחלקה לאומנות יהודית,21590-01,א',א',1300 - 1500,מ.ישראל-505,102
מחלקה המחלקה לאומנות יהודית,21590-02,א',א',1300 - 1500,חדר מחלקה,מחלקה
מחלקה המחלקה לאומנות יהודית,21590-03,א',א',1300 - 1500,חדר מחלקה,מחלקה
מחלקה המחלקה לאומנות יהודית,21590-04,א',א',1300 - 1500,יהדות-410,26
מחלקה המחלקה לאומנות יהודית,21590-05,א',א',1300 - 1500,מ.ישראל-505,61
מחלקה המחלקה לאומנות יהודית,21590-06,א',א',1300 - 1500,יהדות-410,125
מחלקה המחלקה לאומנות יהודית,21591-01,א',ב',1300 - 1500,חדר מחלקה,מחלקה
מחלקה המחלקה לאומנות יהודית,21591-02,א',ב',1300 - 1500,מ.ישראל-505,61
מחלקה המחלקה לאומנות יהודית,21591-03,א',ב',1300 - 1500,מ.ישראל-505,102
מחלקה המחלקה לאומנות יהודית,21591-04,א',ב',1300 - 1500,חדר מחלקה,מחלקה
מחלקה המחלקה לאומנות יהודית,21591-05,א',ב',1300 - 1500,יהדות-410,26
מחלקה המחלקה לאומנות יהודית,21591-06,א',ב',1300 - 1500,יהדות-410,6
מחלקה המחלקה לאומנות יהודית,21599-01,א',ב',1900 - 2100,מ.ישראל-505,102
מחלקה המחלקה לאומנות יהודית,21599-02,ב',ב',1800 - 2000,מ.ישראל-505,102
מחלקה המחלקה לאומנות יהודית,21600-01,ב',א',1600 - 1800,מ.ישראל-505,106
מחלקה החוג הרב-תחומי במדעי היהדות,21601-01,א',ה',0900 - 1200,מ.ישראל-505,61
מחלקה המחלקה לאומנות יהודית,21602-01,א',ה',1400 - 1800,מ.ישראל-505,61
מחלקה המחלקה לאומנות יהודית,21603-01,א',ד',1000 - 1200,מ.ישראל-505,102
